datetime_est,clds,primary_wave_height,max_temp,min_temp,primary_wave_period,pressure_desc,expire_time_gmt,terse_phrase,obs_id,qualifier,wdir,gust,primary_swell_direction,primary_swell_period,icon_extd,primary_swell_height,blunt_phrase,valid_time_gmt,wc,precip_total,vis,wx_icon,snow_hrly,obs_name,wspd,precip_hrly,secondary_swell_height,water_temp,wdir_cardinal,wx_phrase,temp,uv_desc,feels_like,pressure_tend,heat_index,rh,pressure,secondary_swell_direction,secondary_swell_period,dewPt,qualifier_svrty,key,day_ind,class,uv_index
2014-01-15 04:51:00,,,,,,,1389786660,,KNYC,,,,,,,,,1389779460,,,,,,Nyc/Central Park,,,,,,,39,Low,,,39,87,,,,36,,KNYC,N,observation,0
2014-01-15 05:51:00,,,,,,,1389790260,,KNYC,,,,,,,,,1389783060,,,,,,Nyc/Central Park,,,,,,,39,Low,,,39,81,,,,34,,KNYC,N,observation,0
2014-01-15 06:51:00,,,,,,,1389793860,,KNYC,,,,,,,,,1389786660,,,,,,Nyc/Central Park,,,,,,,39,Low,,,39,87,,,,36,,KNYC,N,observation,0
2014-01-15 07:51:00,,,,,,,1389797460,,KNYC,,,,,,,,,1389790260,,,,,,Nyc/Central Park,,,,,,,39,Low,,,39,87,,,,36,,KNYC,N,observation,0
2014-01-15 08:51:00,,,,,,,1389801060,,KNYC,,,,,,-99999,,,1389793860,,,,,,Nyc/Central Park,,,,,,,41,Low,,,41,87,,,,37,,KNYC,D,observation,0
2014-01-15 09:51:00,,,,,,,1389804660,,KNYC,,,,,,-99999,,,1389797460,,,,,,Nyc/Central Park,,,,,,,43,Low,,,43,76,,,,36,,KNYC,D,observation,0
2014-01-15 11:51:00,,,,,,,1389811860,,KNYC,,,,,,-99999,,,1389804660,,,,,,Nyc/Central Park,,,,,,,,Low,,,,,,,,,,KNYC,D,observation,0
2014-01-15 12:51:00,,,,,,,1389815460,,KNYC,,,,,,-99999,,,1389808260,,,,,,Nyc/Central Park,,,,,,,,Low,,,,,,,,,,KNYC,D,observation,0
2014-01-15 14:51:00,CLR,,,,,,1389822660,,KNYC,,,,,,3400,,,1389815460,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,76,,,,37,,KNYC,D,observation,0
2014-01-15 15:51:00,CLR,,,,,,1389826260,,KNYC,,,,,,3400,,,1389819060,,,6,34,,Nyc/Central Park,,,,,,Fair,43,Low,,,43,81,,,,37,,KNYC,D,observation,0
2014-01-15 16:51:00,CLR,,,,,,1389829860,,KNYC,,,,,,3400,,,1389822660,,,6,34,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,87,,,,37,,KNYC,D,observation,0
2014-01-15 17:51:00,CLR,,,,,,1389833460,,KNYC,,,,,,3400,,,1389826260,,,6,34,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,87,,,,37,,KNYC,D,observation,0
2014-01-15 18:51:00,CLR,,,,,,1389837060,,KNYC,,,,,,3300,,,1389829860,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,87,,,,37,,KNYC,N,observation,0
2014-01-15 19:51:00,CLR,,,,,,1389840660,,KNYC,,,,,,3300,,,1389833460,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,93,,,,39,,KNYC,N,observation,0
2014-01-15 20:51:00,CLR,,,,,,1389844260,,KNYC,,,,,,3300,,,1389837060,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,93,,,,39,,KNYC,N,observation,0
2014-01-15 21:51:00,CLR,,,,,,1389847860,,KNYC,,,,,,3300,,,1389840660,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,93,,,,39,,KNYC,N,observation,0
2014-01-15 22:51:00,CLR,,,,,,1389851460,,KNYC,,,,,,3300,,,1389844260,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,93,,,,39,,KNYC,N,observation,0
2014-01-15 23:51:00,CLR,,,,,,1389855060,,KNYC,,,,,,3300,,,1389847860,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,93,,,,39,,KNYC,N,observation,0
2014-01-16 00:51:00,CLR,,,,,,1389858660,,KNYC,,,,,,3300,,,1389851460,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,93,,,,39,,KNYC,N,observation,0
2014-01-16 01:51:00,CLR,,,,,,1389862260,,KNYC,,,,,,3300,,,1389855060,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,93,,,,37,,KNYC,N,observation,0
2014-01-16 02:51:00,CLR,,,,,,1389865860,,KNYC,,,,,,3300,,,1389858660,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,75,,,,,,KNYC,N,observation,0
2014-01-16 03:51:00,CLR,,,,,,1389869460,,KNYC,,,,,,3300,,,1389862260,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,61,,,,28,,KNYC,N,observation,0
2014-01-16 04:51:00,CLR,,,,,,1389873060,,KNYC,,,,,,3300,,,1389865860,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,70,,,,30,,KNYC,N,observation,0
2014-01-16 05:51:00,CLR,,,,,,1389876660,,KNYC,,,,,,3300,,,1389869460,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,70,,,,30,,KNYC,N,observation,0
2014-01-16 06:51:00,CLR,,,,,,1389880260,,KNYC,,,,,,3300,,,1389873060,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,75,,,,,,KNYC,N,observation,0
2014-01-16 07:51:00,CLR,,,,,,1389883860,,KNYC,,,,,,3300,,,1389876660,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,81,,,,34,,KNYC,N,observation,0
2014-01-16 08:51:00,CLR,,,,,,1389887460,,KNYC,,,,,,3400,,,1389880260,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,81,,,,34,,KNYC,D,observation,0
2014-01-16 09:51:00,CLR,,,,,,1389891060,,KNYC,,,,,,3400,,,1389883860,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,75,,,,,,KNYC,D,observation,0
2014-01-16 10:51:00,CLR,,,,,,1389894660,,KNYC,,,,,,3400,,,1389887460,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,75,,,,,,KNYC,D,observation,0
2014-01-16 11:51:00,CLR,,,,,,1389898260,,KNYC,,,,,,3400,,,1389891060,,,6,34,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,81,,,,,,KNYC,D,observation,0
2014-01-16 12:51:00,CLR,,,,,,1389901860,,KNYC,,,,,,3400,,,1389894660,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,70,,,,30,,KNYC,D,observation,0
2014-01-16 13:45:00,OVC,,,,,,1389905100,,KNYC,,340,,,,2600,,,1389897900,37,,10,26,,Nyc/Central Park,5,,,,NNW,Cloudy,40,,37,,40,65,29.68,,,29,,KNYC,D,observation,-80
2014-01-16 14:51:00,,,,,,,1389909060,,KNYC,,,,,,-99999,,,1389901860,,,,,,Nyc/Central Park,,,,,,,38,Low,,,38,67,29.73,,,28,,KNYC,D,observation,0
2014-01-16 15:51:00,,,,,,,1389912660,,KNYC,,,,,,-99999,,,1389905460,,,,,,Nyc/Central Park,,,,,,,38,Low,,,38,67,29.73,,,28,,KNYC,D,observation,0
2014-01-16 16:51:00,,,,,,,1389916260,,KNYC,,,,,,-99999,,,1389909060,,,,,,Nyc/Central Park,,,,,,,38,Low,,,38,68,29.74,,,28,,KNYC,D,observation,0
2014-01-16 17:51:00,,,,,,,1389919860,,KNYC,,,,,,-99999,,,1389912660,,,,,,Nyc/Central Park,,,,,,,37,Low,,,37,67,29.75,,,27,,KNYC,D,observation,0
2014-01-16 18:51:00,,,,,,,1389923460,,KNYC,,,,,,,,,1389916260,,,,,,Nyc/Central Park,,,,,,,36,Low,,,36,69,29.77,,,27,,KNYC,N,observation,0
2014-01-16 19:51:00,,,,,,,1389927060,,KNYC,,,,,,,,,1389919860,,,,,,Nyc/Central Park,,,,,,,36,Low,,,36,69,29.79,,,27,,KNYC,N,observation,0
2014-01-16 20:51:00,,,,,,,1389930660,,KNYC,,,,,,,,,1389923460,,,,,,Nyc/Central Park,,,,,,,36,Low,,,36,69,29.8,,,27,,KNYC,N,observation,0
2014-01-16 21:51:00,,,,,,,1389934260,,KNYC,,,,,,,,,1389927060,,,,,,Nyc/Central Park,,,,,,,36,Low,,,36,67,,,,26,,KNYC,N,observation,0
2014-01-16 22:51:00,,,,,,,1389937860,,KNYC,,,,,,,,,1389930660,,,,,,Nyc/Central Park,,,,,,,36,Low,,,36,73,29.81,,,28,,KNYC,N,observation,0
2014-01-16 23:51:00,,,,,,,1389941460,,KNYC,,,,,,,,,1389934260,,,,,,Nyc/Central Park,,,,,,,35,Low,,,35,74,,,,28,,KNYC,N,observation,0
2014-01-17 00:51:00,,,,,,,1389945060,,KNYC,,,,,,,,,1389937860,,,,,,Nyc/Central Park,,,,,,,35,Low,,,35,76,,,,28,,KNYC,N,observation,0
2014-01-17 01:51:00,,,,,,,1389948660,,KNYC,,,,,,,,,1389941460,,,,,,Nyc/Central Park,,,,,,,35,Low,,,35,71,,,,26,,KNYC,N,observation,0
2014-01-17 02:51:00,,,,,,,1389952260,,KNYC,,,,,,,,,1389945060,,,,,,Nyc/Central Park,,,,,,,34,Low,,,34,68,,,,24,,KNYC,N,observation,0
2014-01-17 03:51:00,,,,,,,1389955860,,KNYC,,,,,,,,,1389948660,,,,,,Nyc/Central Park,,,,,,,33,Low,,,33,61,,,,20,,KNYC,N,observation,0
2014-01-17 04:51:00,,,,,,,1389959460,,KNYC,,,,,,,,,1389952260,,,,,,Nyc/Central Park,,,,,,,34,Low,,,34,52,,,,18,,KNYC,N,observation,0
2014-01-17 05:51:00,,,,,,,1389963060,,KNYC,,,,,,,,,1389955860,,,,,,Nyc/Central Park,,,,,,,34,Low,,,34,52,,,,18,,KNYC,N,observation,0
2014-01-17 06:51:00,,,,,,,1389966660,,KNYC,,,,,,,,,1389959460,,,,,,Nyc/Central Park,,,,,,,34,Low,,,34,48,,,,16,,KNYC,N,observation,0
2014-01-17 07:51:00,CLR,,,,,,1389970260,,KNYC,,,,,,3300,,,1389963060,,,6,33,,Nyc/Central Park,,,,,,Fair,34,Low,,,34,52,,,,18,,KNYC,N,observation,0
2014-01-17 08:51:00,CLR,,,,,,1389973860,,KNYC,,,,,,3400,,,1389966660,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,52,,,,19,,KNYC,D,observation,0
2014-01-17 09:51:00,CLR,,,,,,1389977460,,KNYC,,,,,,3400,,,1389970260,,,6,34,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,48,,,,19,,KNYC,D,observation,0
2014-01-17 10:51:00,CLR,,,,,,1389981060,,KNYC,,,,,,3400,,,1389973860,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,56,,,,25,,KNYC,D,observation,0
2014-01-17 11:51:00,CLR,,,,,,1389984660,,KNYC,,,,,,3400,,,1389977460,,,6,34,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,53,,,,25,,KNYC,D,observation,0
2014-01-17 12:51:00,CLR,,,,,,1389988260,,KNYC,,,,,,3400,,,1389981060,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,49,,,,27,,KNYC,D,observation,0
2014-01-17 13:51:00,CLR,,,,,,1389991860,,KNYC,,,,,,3400,,,1389984660,,,6,34,,Nyc/Central Park,,,,,,Fair,43,Low,,,43,53,,,,27,,KNYC,D,observation,0
2014-01-17 14:51:00,CLR,,,,,,1389995460,,KNYC,,,,,,3400,,,1389988260,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,46,,,,25,,KNYC,D,observation,0
2014-01-17 15:51:00,CLR,,,,,,1389999060,,KNYC,,,,,,3400,,,1389991860,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,46,,,,25,,KNYC,D,observation,0
2014-01-17 16:51:00,CLR,,,,,,1390002660,,KNYC,,,,,,3400,,,1389995460,,,6,34,,Nyc/Central Park,,,,,,Fair,43,Low,,,43,46,,,,23,,KNYC,D,observation,0
2014-01-17 17:51:00,CLR,,,,,,1390006260,,KNYC,,,,,,3400,,,1389999060,,,6,34,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,49,,,,23,,KNYC,D,observation,0
2014-01-17 18:51:00,CLR,,,,,,1390009860,,KNYC,,,,,,3300,,,1390002660,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,49,,,,23,,KNYC,N,observation,0
2014-01-17 19:51:00,CLR,,,,,,1390013460,,KNYC,,,,,,3300,,,1390006260,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,49,,,,23,,KNYC,N,observation,0
2014-01-17 20:51:00,CLR,,,,,,1390017060,,KNYC,,,,,,3300,,,1390009860,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,52,,,,23,,KNYC,N,observation,0
2014-01-17 21:51:00,CLR,,,,,,1390020660,,KNYC,,,,,,3300,,,1390013460,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,49,,,,23,,KNYC,N,observation,0
2014-01-17 22:51:00,CLR,,,,,,1390024260,,KNYC,,,,,,3300,,,1390017060,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,56,,,,25,,KNYC,N,observation,0
2014-01-17 23:51:00,CLR,,,,,,1390027860,,KNYC,,,,,,3300,,,1390020660,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,56,,,,25,,KNYC,N,observation,0
2014-01-18 00:51:00,CLR,,,,,,1390031460,,KNYC,,,,,,3300,,,1390024260,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,61,,,,27,,KNYC,N,observation,0
2014-01-18 01:51:00,CLR,,,,,,1390035060,,KNYC,,,,,,3300,,,1390027860,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,61,,,,27,,KNYC,N,observation,0
2014-01-18 02:51:00,CLR,,,,,,1390038660,,KNYC,,,,,,3300,,,1390031460,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,65,,,,28,,KNYC,N,observation,0
2014-01-18 03:51:00,CLR,,,,,,1390042260,,KNYC,,,,,,3300,,,1390035060,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,70,,,,30,,KNYC,N,observation,0
2014-01-18 04:51:00,CLR,,,,,,1390045860,,KNYC,,,,,,3300,,,1390038660,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,75,,,,30,,KNYC,N,observation,0
2014-01-18 05:51:00,CLR,,,,,,1390049460,,KNYC,,,,,,3300,,,1390042260,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,81,,,,,,KNYC,N,observation,0
2014-01-18 06:51:00,CLR,,,,,,1390053060,,KNYC,,,,,,3300,,,1390045860,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,81,,,,,,KNYC,N,observation,0
2014-01-18 07:51:00,CLR,,,,,,1390056660,,KNYC,,,,,,3300,,,1390049460,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,87,,,,34,,KNYC,N,observation,0
2014-01-18 10:51:00,CLR,,,,,,1390067460,,KNYC,,,,,,3400,,,1390060260,,,6,34,,Nyc/Central Park,,,,,,Fair,34,Low,,,34,93,,,,,,KNYC,D,observation,0
2014-01-18 11:51:00,CLR,,,,,,1390071060,,KNYC,,,,,,3400,,,1390063860,,,6,34,,Nyc/Central Park,,,,,,Fair,34,Low,,,34,100,,,,34,,KNYC,D,observation,0
2014-01-18 12:51:00,CLR,,,,,,1390074660,,KNYC,,,,,,3400,,,1390067460,,,6,34,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,75,,,,30,,KNYC,D,observation,0
2014-01-18 13:51:00,CLR,,,,,,1390078260,,KNYC,,,,,,3400,,,1390071060,,,6,34,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,75,,,,30,,KNYC,D,observation,0
2014-01-18 14:51:00,CLR,,,,,,1390081860,,KNYC,,,,,,3400,,,1390074660,,,6,34,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,60,,,,25,,KNYC,D,observation,0
2014-01-18 15:51:00,CLR,,,,,,1390085460,,KNYC,,,,,,3400,,,1390078260,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,56,,,,21,,KNYC,D,observation,0
2014-01-18 16:51:00,CLR,,,,,,1390089060,,KNYC,,,,,,3400,,,1390081860,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,56,,,,21,,KNYC,D,observation,0
2014-01-18 17:51:00,CLR,,,,,,1390092660,,KNYC,,,,,,3400,,,1390085460,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,56,,,,21,,KNYC,D,observation,0
2014-01-18 18:51:00,CLR,,,,,,1390096260,,KNYC,,,,,,3300,,,1390089060,,,6,33,,Nyc/Central Park,,,,,,Fair,,Low,,,,60,,,,19,,KNYC,N,observation,0
2014-01-18 19:51:00,CLR,,,,,,1390099860,,KNYC,,,,,,3300,,,1390092660,,,6,33,,Nyc/Central Park,,,,,,Fair,30,Low,,,30,64,,,,19,,KNYC,N,observation,0
2014-01-18 20:51:00,CLR,,,,,,1390103460,,KNYC,,,,,,3300,,,1390096260,,,6,33,,Nyc/Central Park,,,,,,Fair,30,Low,,,30,60,,,,18,,KNYC,N,observation,0
2014-01-18 21:51:00,CLR,,,,,,1390107060,,KNYC,,,,,,3300,,,1390099860,,,6,33,,Nyc/Central Park,,,,,,Fair,30,Low,,,30,60,,,,18,,KNYC,N,observation,0
2014-01-18 22:51:00,CLR,,,,,,1390110660,,KNYC,,,,,,3300,,,1390103460,,,6,33,,Nyc/Central Park,,,,,,Fair,30,Low,,,30,69,,,,21,,KNYC,N,observation,0
2014-01-18 23:51:00,CLR,,,,,,1390114260,,KNYC,,,,,,3300,,,1390107060,,,6,33,,Nyc/Central Park,,,,,,Fair,28,Low,,,28,64,,,,18,,KNYC,N,observation,0
2014-01-19 00:51:00,CLR,,,,,,1390117860,,KNYC,,,,,,3300,,,1390110660,,,6,33,,Nyc/Central Park,,,,,,Fair,28,Low,,,28,64,,,,18,,KNYC,N,observation,0
2014-01-19 01:51:00,CLR,,,,,,1390121460,,KNYC,,,,,,3300,,,1390114260,,,6,33,,Nyc/Central Park,,,,,,Fair,27,Low,,,27,74,,,,19,,KNYC,N,observation,0
2014-01-19 02:51:00,CLR,,,,,,1390125060,,KNYC,,,,,,3300,,,1390117860,,,6,33,,Nyc/Central Park,,,,,,Fair,27,Low,,,27,69,,,,18,,KNYC,N,observation,0
2014-01-19 03:51:00,CLR,,,,,,1390128660,,KNYC,,,,,,3300,,,1390121460,,,6,33,,Nyc/Central Park,,,,,,Fair,25,Low,,,25,69,,,,16,,KNYC,N,observation,0
2014-01-19 04:51:00,CLR,,,,,,1390132260,,KNYC,,,,,,3300,,,1390125060,,,6,33,,Nyc/Central Park,,,,,,Fair,25,Low,,,25,69,,,,16,,KNYC,N,observation,0
2014-01-19 05:51:00,CLR,,,,,,1390135860,,KNYC,,,,,,3300,,,1390128660,,,6,33,,Nyc/Central Park,,,,,,Fair,27,Low,,,27,59,,,,14,,KNYC,N,observation,0
2014-01-19 06:51:00,CLR,,,,,,1390139460,,KNYC,,,,,,3300,,,1390132260,,,6,33,,Nyc/Central Park,,,,,,Fair,25,Low,,,25,69,,,,16,,KNYC,N,observation,0
2014-01-19 07:51:00,CLR,,,,,,1390143060,,KNYC,,,,,,3300,,,1390135860,,,6,33,,Nyc/Central Park,,,,,,Fair,25,Low,,,25,59,,,,12,,KNYC,N,observation,0
2014-01-19 08:51:00,CLR,,,,,,1390146660,,KNYC,,,,,,3400,,,1390139460,,,6,34,,Nyc/Central Park,,,,,,Fair,25,Low,,,25,59,,,,12,,KNYC,D,observation,0
2014-01-19 09:51:00,CLR,,,,,,1390150260,,KNYC,,,,,,3400,,,1390143060,,,6,34,,Nyc/Central Park,,,,,,Fair,25,Low,,,25,59,,,,12,,KNYC,D,observation,0
2014-01-19 10:51:00,CLR,,,,,,1390153860,,KNYC,,,,,,3400,,,1390146660,,,6,34,,Nyc/Central Park,,,,,,Fair,27,Low,,,27,55,,,,12,,KNYC,D,observation,0
2014-01-19 11:51:00,CLR,,,,,,1390157460,,KNYC,,,,,,3400,,,1390150260,,,6,34,,Nyc/Central Park,,,,,,Fair,28,Low,,,28,47,,,,10,,KNYC,D,observation,0
2014-01-19 12:51:00,CLR,,,,,,1390161060,,KNYC,,,,,,3400,,,1390153860,,,6,34,,Nyc/Central Park,,,,,,Fair,30,Low,,,30,47,,,,12,,KNYC,D,observation,0
2014-01-19 13:51:00,CLR,,,,,,1390164660,,KNYC,,,,,,3400,,,1390157460,,,6,34,,Nyc/Central Park,,,,,,Fair,,Low,,,,47,,,,14,,KNYC,D,observation,0
2014-01-19 14:51:00,CLR,,,,,,1390168260,,KNYC,,,,,,3400,,,1390161060,,,6,34,,Nyc/Central Park,,,,,,Fair,34,Low,,,34,52,,,,18,,KNYC,D,observation,0
2014-01-19 15:51:00,CLR,,,,,,1390171860,,KNYC,,,,,,3400,,,1390164660,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,48,,,,18,,KNYC,D,observation,0
2014-01-19 16:51:00,CLR,,,,,,1390175460,,KNYC,,,,,,3400,,,1390168260,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,48,,,,18,,KNYC,D,observation,0
2014-01-19 16:52:00,CLR,,,,,,1390175520,,KNYC,,,,,,3400,,,1390168320,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,48,,,,18,,KNYC,D,observation,0
2014-01-19 17:00:00,CLR,,,,,,1390176000,,KNYC,,,,,,3400,,,1390168800,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,48,,,,18,,KNYC,D,observation,0
2014-01-19 17:51:00,CLR,,,,,,1390179060,,KNYC,,,,,,3400,,,1390171860,,,6,34,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,48,,,,18,,KNYC,D,observation,0
2014-01-19 18:51:00,CLR,,,,,,1390182660,,KNYC,,,,,,3300,,,1390175460,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,52,,,,19,,KNYC,N,observation,0
2014-01-19 19:51:00,CLR,,,,,,1390186260,,KNYC,,,,,,3300,,,1390179060,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,56,,,,21,,KNYC,N,observation,0
2014-01-19 20:51:00,CLR,,,,,,1390189860,,KNYC,,,,,,3300,,,1390182660,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,56,,,,21,,KNYC,N,observation,0
2014-01-19 21:51:00,CLR,,,,,,1390193460,,KNYC,,,,,,3300,,,1390186260,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,44,,,,16,,KNYC,N,observation,0
2014-01-19 22:51:00,CLR,,,,,,1390197060,,KNYC,,,,,,3300,,,1390189860,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,44,,,,16,,KNYC,N,observation,0
2014-01-19 23:51:00,CLR,,,,,,1390200660,,KNYC,,,,,,3300,,,1390193460,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,48,,,,19,,KNYC,N,observation,0
2014-01-20 00:51:00,CLR,,,,,,1390204260,,KNYC,,,,,,3300,,,1390197060,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,48,,,,19,,KNYC,N,observation,0
2014-01-20 01:51:00,CLR,,,,,,1390207860,,KNYC,,,,,,3300,,,1390200660,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,52,,,,19,,KNYC,N,observation,0
2014-01-20 02:51:00,CLR,,,,,,1390211460,,KNYC,,,,,,3300,,,1390204260,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,48,,,,18,,KNYC,N,observation,0
2014-01-20 03:51:00,CLR,,,,,,1390215060,,KNYC,,,,,,3300,,,1390207860,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,48,,,,19,,KNYC,N,observation,0
2014-01-20 04:51:00,CLR,,,,,,1390218660,,KNYC,,,,,,3300,,,1390211460,,,6,33,,Nyc/Central Park,,,,,,Fair,36,Low,,,36,52,,,,19,,KNYC,N,observation,0
2014-01-20 05:51:00,CLR,,,,,,1390222260,,KNYC,,,,,,3300,,,1390215060,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,52,,,,21,,KNYC,N,observation,0
2014-01-20 06:51:00,CLR,,,,,,1390225860,,KNYC,,,,,,3300,,,1390218660,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,52,,,,21,,KNYC,N,observation,0
2014-01-20 07:51:00,CLR,,,,,,1390229460,,KNYC,,,,,,3300,,,1390222260,,,6,33,,Nyc/Central Park,,,,,,Fair,37,Low,,,37,56,,,,23,,KNYC,N,observation,0
2014-01-20 08:51:00,CLR,,,,,,1390233060,,KNYC,,,,,,3400,,,1390225860,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,52,,,,23,,KNYC,D,observation,0
2014-01-20 09:51:00,CLR,,,,,,1390236660,,KNYC,,,,,,3400,,,1390229460,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,52,,,,23,,KNYC,D,observation,0
2014-01-20 10:51:00,CLR,,,,,,1390240260,,KNYC,,,,,,3400,,,1390233060,,,6,34,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,52,,,,23,,KNYC,D,observation,0
2014-01-20 11:51:00,CLR,,,,,,1390243860,,KNYC,,,,,,3400,,,1390236660,,,6,34,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,45,,,,21,,KNYC,D,observation,0
2014-01-20 12:51:00,CLR,,,,,,1390247460,,KNYC,,,,,,3400,,,1390240260,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,39,,,,21,,KNYC,D,observation,0
2014-01-20 13:51:00,CLR,,,,,,1390251060,,KNYC,,,,,,3400,,,1390243860,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,39,,,,21,,KNYC,D,observation,0
2014-01-20 14:51:00,CLR,,,,,,1390254660,,KNYC,,,,,,3400,,,1390247460,,,6,34,,Nyc/Central Park,,,,,,Fair,45,Low,,,45,39,,,,21,,KNYC,D,observation,0
2014-01-20 15:51:00,CLR,,,,,,1390258260,,KNYC,,,,,,3400,,,1390251060,,,6,34,,Nyc/Central Park,,,,,,Fair,43,Low,,,43,42,,,,21,,KNYC,D,observation,0
2014-01-20 16:51:00,CLR,,,,,,1390261860,,KNYC,,,,,,3400,,,1390254660,,,6,34,,Nyc/Central Park,,,,,,Fair,43,Low,,,43,49,,,,25,,KNYC,D,observation,0
2014-01-20 17:51:00,CLR,,,,,,1390265460,,KNYC,,,,,,3400,,,1390258260,,,6,34,,Nyc/Central Park,,,,,,Fair,43,Low,,,43,49,,,,25,,KNYC,D,observation,0
2014-01-20 18:51:00,CLR,,,,,,1390269060,,KNYC,,,,,,3300,,,1390261860,,,6,33,,Nyc/Central Park,,,,,,Fair,41,Low,,,41,53,,,,25,,KNYC,N,observation,0
2014-01-20 19:51:00,CLR,,,,,,1390272660,,KNYC,,,,,,3300,,,1390265460,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,56,,,,25,,KNYC,N,observation,0
2014-01-20 20:51:00,CLR,,,,,,1390276260,,KNYC,,,,,,3300,,,1390269060,,,6,33,,Nyc/Central Park,,,,,,Fair,39,Low,,,39,65,,,,28,,KNYC,N,observation,0
